Feature 1,Feature 2,Absolute Pearson Correlation
Destination Port,RST Flag Count,0.00720128842477181
RST Flag Count,Average Packet Size,0.007159716664190821
Bwd Packet Length Std,ACK Flag Count,0.007152783144430382
ECE Flag Count,Average Packet Size,0.007138322182465236
Flow IAT Mean,Init_Win_bytes_forward,0.007137450851542184
Destination Port,ECE Flag Count,0.007111808384459533
Flow Bytes/s,Active Mean,0.0070578916984268695
Fwd IAT Total,RST Flag Count,0.007057066320974247
Total Fwd Packets,PSH Flag Count,0.007011269088871095
PSH Flag Count,Subflow Fwd Packets,0.007011269088871094
Fwd IAT Total,ECE Flag Count,0.007008118710205494
Min Packet Length,Avg Fwd Segment Size,0.006941655411321337
Fwd Packet Length Mean,Min Packet Length,0.00694165541132133
Bwd Header Length,Active Mean,0.006915526461481314
Flow Bytes/s,Max Packet Length,0.006842025445539677
min_seg_size_forward,Active Min,0.006804559789767751
Total Fwd Packets,Min Packet Length,0.006762981097194232
Min Packet Length,Subflow Fwd Packets,0.006762981097194232
SYN Flag Count,Active Std,0.006736971189724937
Fwd PSH Flags,Active Std,0.006736971189724937
RST Flag Count,Down/Up Ratio,0.006735581427367329
Idle Std,Idle Min,0.006731921601663279
Flow Bytes/s,Fwd IAT Min,0.006666137416390949
Flow Bytes/s,Bwd IAT Min,0.006565460561578846
ECE Flag Count,Down/Up Ratio,0.006516853689755286
PSH Flag Count,Subflow Bwd Packets,0.006445593195494995
Total Backward Packets,PSH Flag Count,0.006445593195494993
Bwd IAT Mean,Subflow Fwd Bytes,0.006403406462224897
Total Length of Fwd Packets,Bwd IAT Mean,0.006394501600827679
Fwd Packet Length Max,Subflow Bwd Bytes,0.006392766171497083
Total Length of Bwd Packets,Fwd Packet Length Max,0.006392563161429892
Destination Port,Idle Std,0.006369948447210603
Subflow Bwd Packets,Active Std,0.006308222134046746
Total Backward Packets,Active Std,0.006308222134046746
Flow IAT Min,Active Std,0.006294629562613176
Fwd Packet Length Mean,Bwd Packet Length Std,0.006217826857095872
Bwd Packet Length Std,Avg Fwd Segment Size,0.006217826857095858
Fwd IAT Min,Subflow Fwd Bytes,0.006202898876983924
Total Length of Fwd Packets,Fwd IAT Min,0.006194645215343941
Fwd IAT Mean,Min Packet Length,0.006194112960942082
Flow Bytes/s,Idle Std,0.006171829687059809
Total Backward Packets,Min Packet Length,0.006129563738229382
Min Packet Length,Subflow Bwd Packets,0.006129563738229382
Fwd Packet Length Mean,ACK Flag Count,0.006089545840963736
ACK Flag Count,Avg Fwd Segment Size,0.0060895458409637344
Bwd Packet Length Min,Subflow Fwd Packets,0.006059444776411371
Total Fwd Packets,Bwd Packet Length Min,0.00605944477641137
Fwd Header Length.1,Active Std,0.00604507589940037
Fwd Header Length,Active Std,0.00604507589940037
Total Fwd Packets,Bwd Packet Length Std,0.006006782736215667
Bwd Packet Length Std,Subflow Fwd Packets,0.006006782736215667
Fwd IAT Min,Idle Std,0.0059696861830314234
FIN Flag Count,Subflow Fwd Bytes,0.0059233089612869124
Total Length of Fwd Packets,FIN Flag Count,0.005915497213258521
Flow Bytes/s,Active Std,0.005891334186725704
Fwd Packet Length Std,ACK Flag Count,0.0058312761592300595
Flow IAT Min,Bwd IAT Min,0.005783362187608998
min_seg_size_forward,Active Std,0.005764987087845807
Bwd Packet Length Std,Subflow Bwd Bytes,0.005745485054593768
Total Length of Bwd Packets,Bwd Packet Length Std,0.005745358451522909
Packet Length Variance,Subflow Bwd Bytes,0.00571583771550714
Total Length of Bwd Packets,Packet Length Variance,0.005715694300566878
Bwd Packet Length Std,Subflow Bwd Packets,0.005687254015849334
Total Backward Packets,Bwd Packet Length Std,0.005687254015849334
Bwd Header Length,Active Min,0.005662467914387165
Flow Bytes/s,Active Min,0.005659249563100026
URG Flag Count,ECE Flag Count,0.005592881234923273
RST Flag Count,URG Flag Count,0.005580688516171726
RST Flag Count,Avg Bwd Segment Size,0.005542674743234677
Bwd Packet Length Mean,RST Flag Count,0.005542674743234676
Bwd Packet Length Mean,ECE Flag Count,0.0054927530993877935
ECE Flag Count,Avg Bwd Segment Size,0.0054927530993877935
Fwd Header Length,Active Max,0.0054847268838566
Fwd Header Length.1,Active Max,0.0054847268838566
ECE Flag Count,Idle Mean,0.005438966429098231
Fwd Header Length.1,Active Mean,0.005427133419354652
Fwd Header Length,Active Mean,0.005427133419354652
RST Flag Count,Idle Mean,0.005423466908929355
ECE Flag Count,Idle Min,0.005400498551348115
RST Flag Count,Idle Min,0.005385937136746784
Bwd Header Length,Active Max,0.005383595077230969
act_data_pkt_fwd,Active Std,0.005379034337909809
Fwd Packet Length Max,SYN Flag Count,0.005366907655929874
Fwd Packet Length Max,Fwd PSH Flags,0.005366907655929874
Flow IAT Min,Idle Std,0.005355829859536671
Total Backward Packets,Bwd Packet Length Min,0.005337707881724594
Bwd Packet Length Min,Subflow Bwd Packets,0.005337707881724593
ECE Flag Count,Idle Max,0.005314053469114721
RST Flag Count,Idle Max,0.005297890141055132
URG Flag Count,Subflow Fwd Bytes,0.00522826394631125
Total Length of Fwd Packets,URG Flag Count,0.005221564560315705
Bwd IAT Min,Subflow Fwd Bytes,0.0051914520833914604
Total Length of Fwd Packets,Bwd IAT Min,0.00518456506628219
Fwd Packet Length Min,RST Flag Count,0.005181672323038944
Total Fwd Packets,Packet Length Variance,0.005111102790954477
Packet Length Variance,Subflow Fwd Packets,0.005111102790954476
Packet Length Variance,Subflow Bwd Packets,0.005084359448336261
Total Backward Packets,Packet Length Variance,0.00508435944833626
Max Packet Length,RST Flag Count,0.005078054304783364
Max Packet Length,ECE Flag Count,0.0050455893518898225
Bwd Header Length,Subflow Fwd Bytes,0.005029595954539364
Total Length of Fwd Packets,Bwd Header Length,0.005022902949396201
Packet Length Std,RST Flag Count,0.004899124045133166
Total Length of Bwd Packets,Min Packet Length,0.0048830413190543
Min Packet Length,Subflow Bwd Bytes,0.0048830044672330975
Packet Length Std,ECE Flag Count,0.004876500767140213
Min Packet Length,act_data_pkt_fwd,0.004789454817824957
Destination Port,Subflow Fwd Packets,0.0046954144032112875
Destination Port,Total Fwd Packets,0.0046954144032112875
Bwd Packet Length Max,RST Flag Count,0.004683567838841403
Fwd Packet Length Min,ECE Flag Count,0.0046680910591639455
Bwd Packet Length Max,ECE Flag Count,0.004639926558806936
Fwd Header Length.1,Subflow Bwd Packets,0.004638933408358882
Fwd Header Length,Subflow Bwd Packets,0.004638933408358882
Total Backward Packets,Fwd Header Length.1,0.004638933408358881
Total Backward Packets,Fwd Header Length,0.004638933408358881
Total Length of Bwd Packets,Fwd Header Length.1,0.004621330828944125
Total Length of Bwd Packets,Fwd Header Length,0.004621330828944125
Fwd Header Length.1,Subflow Bwd Bytes,0.004621303563295973
Fwd Header Length,Subflow Bwd Bytes,0.004621303563295973
Flow IAT Min,Active Max,0.004578100746825058
Bwd Header Length,Idle Std,0.00455169861762622
Bwd Packet Length Std,RST Flag Count,0.004540281368595773
PSH Flag Count,act_data_pkt_fwd,0.004531339276517558
Bwd Packet Length Std,ECE Flag Count,0.004500760174098636
RST Flag Count,Subflow Fwd Bytes,0.004461065671281424
Total Length of Fwd Packets,RST Flag Count,0.004455010110747402
ECE Flag Count,Subflow Fwd Bytes,0.00445017308516134
Total Length of Fwd Packets,ECE Flag Count,0.004444132224894487
Destination Port,Fwd URG Flags,0.004435092173706243
Destination Port,CWE Flag Count,0.004435092173706243
Destination Port,Total Backward Packets,0.0043943726799367195
Destination Port,Subflow Bwd Packets,0.0043943726799367195
Fwd Header Length.1,Subflow Fwd Packets,0.0043925325808740374
Total Fwd Packets,Fwd Header Length,0.0043925325808740374
Total Fwd Packets,Fwd Header Length.1,0.0043925325808740374
Fwd Header Length,Subflow Fwd Packets,0.0043925325808740374
Bwd IAT Max,Init_Win_bytes_forward,0.0043805083599859716
Bwd Packet Length Min,act_data_pkt_fwd,0.0043024429031450736
Bwd Packet Length Std,act_data_pkt_fwd,0.004265917238997331
Total Length of Bwd Packets,Bwd Packet Length Min,0.004257230914649077
Bwd Packet Length Min,Subflow Bwd Bytes,0.004257213687063816
Fwd URG Flags,Down/Up Ratio,0.004250955091749594
CWE Flag Count,Down/Up Ratio,0.004250955091749594
Bwd IAT Total,ECE Flag Count,0.004219928654620612
Bwd IAT Total,RST Flag Count,0.004202373562682087
Bwd Header Length,Active Std,0.00419502634021229
Fwd IAT Mean,Subflow Fwd Bytes,0.004155538422343239
Total Length of Fwd Packets,Fwd IAT Mean,0.00414958924041595
Fwd Packet Length Max,Fwd Packet Length Min,0.0039600164641698
Packet Length Variance,act_data_pkt_fwd,0.003932650683880161
Fwd IAT Min,Active Mean,0.003920589644876003
Flow Packets/s,ECE Flag Count,0.0038733994661537046
Flow Packets/s,RST Flag Count,0.0038654059859635718
Fwd Header Length,act_data_pkt_fwd,0.003819912579358921
Fwd Header Length.1,act_data_pkt_fwd,0.003819912579358921
Fwd URG Flags,ACK Flag Count,0.0038188342090196437
ACK Flag Count,CWE Flag Count,0.0038188342090196437
Total Fwd Packets,URG Flag Count,0.0038176855128942283
URG Flag Count,Subflow Fwd Packets,0.0038176855128942283
Fwd PSH Flags,RST Flag Count,0.0037608052960719485
SYN Flag Count,RST Flag Count,0.0037608052960719485
PSH Flag Count,Subflow Bwd Bytes,0.003759149235477087
Total Length of Bwd Packets,PSH Flag Count,0.003758480987480542
Subflow Fwd Packets,Init_Win_bytes_forward,0.0036993950514406706
Total Fwd Packets,Init_Win_bytes_forward,0.0036993950514406706
Fwd URG Flags,Min Packet Length,0.003689148462258875
Min Packet Length,CWE Flag Count,0.0036891484622588746
min_seg_size_forward,Idle Std,0.0036854941185004656
ACK Flag Count,Subflow Fwd Bytes,0.0036422059663243026
Total Length of Fwd Packets,ACK Flag Count,0.003635622773545404
Destination Port,act_data_pkt_fwd,0.0035740604054457187
Fwd PSH Flags,ECE Flag Count,0.003545611898838303
SYN Flag Count,ECE Flag Count,0.003545611898838303
Flow Bytes/s,Packet Length Variance,0.003544147652038905
Fwd Packets/s,ECE Flag Count,0.0035143287871151774
Fwd Packets/s,RST Flag Count,0.0035067615158062386
Fwd URG Flags,Average Packet Size,0.0034828901984557776
CWE Flag Count,Average Packet Size,0.0034828901984557776
RST Flag Count,Active Max,0.0034392375261377895
ECE Flag Count,Active Max,0.003420231223926045
Destination Port,Total Length of Bwd Packets,0.0034192728010081965
Destination Port,Subflow Bwd Bytes,0.00341924682018296
Subflow Bwd Bytes,Active Std,0.003396322233158569
Total Length of Bwd Packets,Active Std,0.003396126517194202
Fwd URG Flags,Packet Length Mean,0.0033946785845160475
Packet Length Mean,CWE Flag Count,0.0033946785845160466
Bwd Packet Length Min,Fwd URG Flags,0.0033763247589552684
Bwd Packet Length Min,CWE Flag Count,0.0033763247589552684
Min Packet Length,Fwd Header Length.1,0.003372581641340871
Fwd Header Length,Min Packet Length,0.003372581641340871
Down/Up Ratio,Subflow Bwd Packets,0.003302402825077424
Total Backward Packets,Down/Up Ratio,0.003302402825077424
Fwd PSH Flags,Active Mean,0.003275153391388704
SYN Flag Count,Active Mean,0.003275153391388704
Fwd Packet Length Mean,Bwd Packet Length Max,0.0032508528948199116
Bwd Packet Length Max,Avg Fwd Segment Size,0.003250852894819906
Total Fwd Packets,Fwd Packet Length Min,0.003238626008476289
Fwd Packet Length Min,Subflow Fwd Packets,0.0032386260084762888
Fwd Packet Length Max,FIN Flag Count,0.003211741736530998
Min Packet Length,min_seg_size_forward,0.0031750249345730733
URG Flag Count,Subflow Bwd Packets,0.003173384834534881
Total Backward Packets,URG Flag Count,0.003173384834534881
Total Backward Packets,Bwd IAT Max,0.0031514472417679155
Bwd IAT Max,Subflow Bwd Packets,0.0031514472417679155
Subflow Bwd Packets,Init_Win_bytes_forward,0.003140696517854913
Total Backward Packets,Init_Win_bytes_forward,0.003140696517854913
RST Flag Count,Active Mean,0.003073776228779491
Flow IAT Min,Subflow Fwd Bytes,0.003073588322726239
Total Length of Fwd Packets,Flow IAT Min,0.003069492280611512
Total Fwd Packets,Bwd IAT Max,0.0030666648923703458
Bwd IAT Max,Subflow Fwd Packets,0.0030666648923703453
ECE Flag Count,Active Mean,0.003057389284082882
CWE Flag Count,Avg Bwd Segment Size,0.0030525620306703144
Fwd URG Flags,Avg Bwd Segment Size,0.0030525620306703144
Bwd Packet Length Mean,Fwd URG Flags,0.003052562030670314
Bwd Packet Length Mean,CWE Flag Count,0.003052562030670314
FIN Flag Count,RST Flag Count,0.003030539273045425
Bwd IAT Mean,ECE Flag Count,0.0030238645572321777
Bwd IAT Mean,RST Flag Count,0.003014753177724631
Flow Bytes/s,Flow IAT Min,0.0030049030901657
SYN Flag Count,Active Max,0.002995583376136366
Fwd PSH Flags,Active Max,0.002995583376136366
Total Length of Bwd Packets,Down/Up Ratio,0.002964232838425786
Down/Up Ratio,Subflow Bwd Bytes,0.002964206321708162
URG Flag Count,act_data_pkt_fwd,0.002907799170878476
FIN Flag Count,ECE Flag Count,0.002900918329699852
Bwd IAT Std,Bwd Header Length,0.002877887986741117
Max Packet Length,CWE Flag Count,0.00284953625989607
Fwd URG Flags,Max Packet Length,0.0028495362598960697
Bwd IAT Max,ECE Flag Count,0.002847201519644364
Fwd URG Flags,Packet Length Std,0.0028384091005365583
Packet Length Std,CWE Flag Count,0.0028384091005365583
Bwd IAT Max,RST Flag Count,0.0028322606062052423
Bwd IAT Max,Bwd Header Length,0.0028211965006401303
Total Backward Packets,Fwd Packet Length Min,0.0028197569890611777
Fwd Packet Length Min,Subflow Bwd Packets,0.0028197569890611777
Bwd Packets/s,ECE Flag Count,0.002808400077772224
Bwd Packets/s,RST Flag Count,0.002804196234621535
Fwd Header Length,Active Min,0.002781225070295232
Fwd Header Length.1,Active Min,0.002781225070295232
Bwd Packet Length Max,CWE Flag Count,0.0027179977330981596
Bwd Packet Length Max,Fwd URG Flags,0.0027179977330981596
Flow Duration,CWE Flag Count,0.0026796105778293627
Flow Duration,Fwd URG Flags,0.0026796105778293627
Fwd IAT Total,CWE Flag Count,0.002629602225524705
Fwd IAT Total,Fwd URG Flags,0.002629602225524705
Flow IAT Mean,Subflow Fwd Bytes,0.002598799012488191
Total Length of Fwd Packets,Flow IAT Mean,0.0025949376375025645
Bwd IAT Std,ECE Flag Count,0.0025675109335080355
Total Length of Bwd Packets,URG Flag Count,0.0025572917206727473
URG Flag Count,Subflow Bwd Bytes,0.0025572726247655
Bwd IAT Std,RST Flag Count,0.0025548019680704487
Flow IAT Mean,RST Flag Count,0.0025075112771427103
Flow IAT Mean,ECE Flag Count,0.002479742675798695
Bwd Packet Length Std,CWE Flag Count,0.0024314753783446453
Bwd Packet Length Std,Fwd URG Flags,0.0024314753783446453
Bwd IAT Max,act_data_pkt_fwd,0.002418530652099332
Flow Packets/s,Subflow Bwd Packets,0.0023931843910387487
Total Backward Packets,Flow Packets/s,0.0023931843910387487
Fwd Header Length.1,Idle Std,0.002381406111930771
Fwd Header Length,Idle Std,0.002381406111930771
Flow Packets/s,Subflow Fwd Packets,0.0023535924105328463
Total Fwd Packets,Flow Packets/s,0.0023535924105328463
Total Length of Bwd Packets,Fwd Packet Length Min,0.002343857624733079
Fwd Packet Length Min,Subflow Bwd Bytes,0.0023438399151120776
Total Length of Bwd Packets,ACK Flag Count,0.002336633869950234
ACK Flag Count,Subflow Bwd Bytes,0.0023359220800927252
Fwd Packet Length Min,act_data_pkt_fwd,0.002291268874876014
Flow IAT Max,CWE Flag Count,0.002281066361748097
Flow IAT Max,Fwd URG Flags,0.002281066361748097
Flow Bytes/s,Subflow Fwd Bytes,0.0022644428940516146
Total Length of Fwd Packets,Flow Bytes/s,0.002261324027743283
Fwd Packets/s,Subflow Bwd Packets,0.002243888174239181
Total Backward Packets,Fwd Packets/s,0.002243888174239181
Fwd IAT Max,CWE Flag Count,0.0022392750252837055
Fwd IAT Max,Fwd URG Flags,0.0022392750252837055
Bwd IAT Std,min_seg_size_forward,0.002236998541911709
Flow Bytes/s,Min Packet Length,0.002215234098690062
Flow IAT Std,CWE Flag Count,0.0022050418775865477
Flow IAT Std,Fwd URG Flags,0.0022050418775865477
CWE Flag Count,Idle Max,0.002168022071817114
Fwd URG Flags,Idle Max,0.002168022071817114
Bwd IAT Max,min_seg_size_forward,0.0021591606826596565
Fwd Packets/s,Subflow Fwd Packets,0.0021469650807001005
Total Fwd Packets,Fwd Packets/s,0.0021469650807001
Fwd URG Flags,Idle Mean,0.0021374895341210133
CWE Flag Count,Idle Mean,0.0021374895341210133
Bwd IAT Min,Active Min,0.002129360023169712
Fwd IAT Min,ECE Flag Count,0.002090870687013262
Bwd IAT Total,CWE Flag Count,0.0020905409109840786
Bwd IAT Total,Fwd URG Flags,0.0020905409109840786
Fwd IAT Min,RST Flag Count,0.0020864418276704795
Fwd Packet Length Min,Flow Bytes/s,0.0020784778397819046
Bwd IAT Min,ECE Flag Count,0.0020590600392989995
CWE Flag Count,Idle Min,0.002057684876410723
Fwd URG Flags,Idle Min,0.002057684876410723
Fwd IAT Std,CWE Flag Count,0.002057463490286708
Fwd IAT Std,Fwd URG Flags,0.002057463490286708
Bwd IAT Min,RST Flag Count,0.0020545669894406512
Fwd Packets/s,FIN Flag Count,0.0020305547751198272
Fwd Packet Length Min,Flow IAT Min,0.002021327532008619
SYN Flag Count,act_data_pkt_fwd,0.001985803889907534
Fwd PSH Flags,act_data_pkt_fwd,0.001985803889907534
ECE Flag Count,Init_Win_bytes_backward,0.0019621126073638352
RST Flag Count,Init_Win_bytes_backward,0.001957121381325873
Fwd PSH Flags,Active Min,0.0019523717091375797
SYN Flag Count,Active Min,0.0019523717091375797
Fwd PSH Flags,Subflow Fwd Packets,0.0018746055407937697
SYN Flag Count,Subflow Fwd Packets,0.0018746055407937697
Total Fwd Packets,Fwd PSH Flags,0.0018746055407937697
Total Fwd Packets,SYN Flag Count,0.0018746055407937697
Packet Length Variance,ECE Flag Count,0.0018682411372477649
Packet Length Variance,RST Flag Count,0.0018525405973341025
CWE Flag Count,Avg Fwd Segment Size,0.0018374485040952334
Fwd URG Flags,Avg Fwd Segment Size,0.0018374485040952334
Fwd Packet Length Mean,CWE Flag Count,0.0018374485040952328
Fwd Packet Length Mean,Fwd URG Flags,0.0018374485040952328
ACK Flag Count,min_seg_size_forward,0.001832211113697734
Total Fwd Packets,Flow IAT Max,0.001822614161440399
Flow IAT Max,Subflow Fwd Packets,0.001822614161440399
Flow Packets/s,act_data_pkt_fwd,0.0018099647914704123
Packet Length Variance,CWE Flag Count,0.001787411717308322
Fwd URG Flags,Packet Length Variance,0.0017874117173083213
Bwd Header Length,Min Packet Length,0.0017819785491601005
PSH Flag Count,min_seg_size_forward,0.0017790490928081553
Flow IAT Min,Active Min,0.001777938738343687
Fwd Packet Length Min,Fwd URG Flags,0.0017692947896637116
Fwd Packet Length Min,CWE Flag Count,0.0017692947896637116
